Age,Gender,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
35,Female,Travel_Frequently,Research & Development,27,2,Other,3,3,1,Research Director,3,Single,4642.0,5,No,16,3,4,2,15,3,3,13,10,0,9,No
47,Male,Travel_Rarely,Research & Development,23,3,Human Resources,2,3,2,Manufacturing Director,3,Married,6578.0,3,No,21,4,1,3,24,4,4,21,20,1,19,No
32,Male,Travel_Rarely,Research & Development,12,4,Technical Degree,1,1,4,Manufacturing Director,2,Divorced,11115.0,4,No,11,3,2,2,14,5,3,12,11,0,8,Yes
44,Male,Travel_Rarely,Research & Development,8,3,Other,2,1,3,Research Director,3,Divorced,10536.0,5,No,25,3,2,2,23,0,4,19,19,2,18,No
51,Male,Travel_Rarely,Research & Development,21,4,Marketing,2,4,3,Manufacturing Director,1,Married,11581.0,1,Yes,18,3,1,2,29,1,4,29,28,2,29,No
55,Female,Travel_Rarely,Research & Development,21,3,Marketing,1,3,1,Sales Executive,1,Divorced,8211.0,2,No,12,3,1,1,37,3,1,35,34,3,34,No
50,Male,Travel_Frequently,Research & Development,21,5,Technical Degree,1,1,1,Manager,2,Married,6068.0,7,No,14,3,4,0,29,3,2,26,24,0,22,No
41,Female,Travel_Rarely,Research & Development,17,4,Technical Degree,1,4,2,Research Director,4,Married,7536.0,7,No,13,3,2,1,22,0,4,21,18,5,17,No
32,Male,Travel_Rarely,Sales,22,2,Technical Degree,1,4,5,Laboratory Technician,3,Married,11588.0,0,No,16,3,3,1,11,3,2,4,4,4,0,No
47,Male,Travel_Rarely,Sales,5,3,Marketing,2,4,4,Research Scientist,3,Divorced,12968.0,7,No,12,3,3,0,25,3,2,20,20,1,16,No
59,Female,Travel_Rarely,Research & Development,24,3,Human Resources,4,4,3,Manager,2,Married,13743.0,1,No,15,3,4,1,38,5,2,38,38,4,35,No
34,Female,Non-Travel,Research & Development,8,5,Human Resources,1,3,1,Sales Executive,2,Divorced,4716.0,7,Yes,21,3,4,2,14,3,4,7,7,2,7,No
22,Female,Travel_Rarely,Research & Development,18,4,Other,3,4,4,Healthcare Representative,3,Single,8174.0,4,No,19,4,4,0,0,3,2,0,0,0,0,Yes
46,Female,Travel_Rarely,Research & Development,11,5,Life Sciences,2,3,5,Manager,4,Married,15345.0,0,Yes,25,3,2,1,23,3,4,21,20,2,17,No
21,Male,Travel_Rarely,Research & Development,22,4,Life Sciences,4,4,3,Research Director,2,Divorced,9029.0,7,No,13,4,1,3,2,2,1,0,0,0,0,No
27,Female,Non-Travel,Research & Development,28,3,Medical,3,4,3,Sales Representative,1,Married,7869.0,4,No,12,3,1,1,7,3,4,1,1,1,0,No
34,Female,Travel_Rarely,Research & Development,27,3,Marketing,2,2,5,Manager,3,Divorced,13149.0,0,No,12,3,4,3,11,0,3,7,5,2,3,No
27,Male,Travel_Rarely,Research & Development,10,3,Technical Degree,2,3,3,Research Scientist,2,Divorced,8110.0,3,No,25,3,2,2,6,5,1,0,0,0,0,No
34,Male,Travel_Rarely,Research & Development,26,3,Human Resources,3,2,5,Research Director,2,Single,11356.0,0,No,19,3,3,3,12,3,2,9,8,2,9,No
37,Male,Travel_Rarely,Research & Development,15,1,Other,1,2,3,Research Director,2,Married,8930.0,8,No,16,4,4,1,18,4,2,14,14,0,13,No
41,Male,Travel_Rarely,Research & Development,6,3,Human Resources,1,4,2,Healthcare Representative,3,Divorced,7088.0,1,Yes,12,3,2,1,21,5,3,21,20,4,18,No
22,Female,Travel_Frequently,Research & Development,19,3,Marketing,3,3,5,Laboratory Technician,1,Single,11751.0,7,No,13,4,4,1,0,5,1,0,0,0,0,Yes
51,Female,Travel_Rarely,Research & Development,17,4,Medical,4,1,4,Research Director,1,Divorced,13647.0,3,No,25,3,2,0,28,4,3,25,24,1,22,No
23,Male,Travel_Frequently,Sales,23,3,Human Resources,1,4,2,Healthcare Representative,3,Divorced,4891.0,8,No,24,3,2,0,4,0,2,0,0,0,0,Yes
19,Female,Travel_Rarely,Research & Development,10,3,Life Sciences,2,3,4,Laboratory Technician,2,Single,8284.0,1,No,11,3,4,1,0,2,4,0,0,0,0,No
30,Female,Travel_Rarely,Sales,5,4,Other,2,2,3,Human Resources,3,Married,6732.0,2,Yes,12,3,1,1,11,6,2,5,2,2,1,No
60,Male,Travel_Frequently,Sales,28,3,Life Sciences,4,3,4,Human Resources,3,Single,14336.0,1,Yes,25,3,4,2,37,6,3,30,28,0,26,No
60,Female,Travel_Rarely,Research & Development,16,3,Other,2,4,2,Sales Representative,2,Married,9841.0,4,Yes,12,3,1,0,42,0,4,40,37,3,38,No
28,Female,Travel_Frequently,Research & Development,12,5,Technical Degree,1,3,5,Research Director,3,Divorced,11229.0,0,No,21,3,1,0,8,2,4,4,2,2,4,Yes
40,Male,Travel_Frequently,Research & Development,26,1,Other,4,2,1,Healthcare Representative,4,Divorced,6184.0,2,Yes,12,3,3,0,21,1,2,20,19,1,17,No
33,Female,Non-Travel,Research & Development,21,4,Technical Degree,1,3,4,Healthcare Representative,1,Single,11040.0,0,Yes,17,3,2,3,10,4,4,8,8,0,7,No
48,Female,Travel_Rarely,Research & Development,27,5,Marketing,4,3,1,Healthcare Representative,4,Single,5810.0,7,No,13,3,4,1,27,5,1,22,20,0,19,No
28,Male,Travel_Rarely,Sales,24,2,Life Sciences,3,2,4,Research Scientist,4,Single,8138.0,3,No,23,4,2,2,5,5,2,1,0,1,0,No
33,Female,Travel_Rarely,Research & Development,28,2,Other,2,4,4,Laboratory Technician,4,Divorced,9857.0,2,No,25,3,3,2,12,5,2,6,6,2,6,No
25,Male,Travel_Rarely,Sales,5,1,Other,4,1,5,Research Director,3,Married,12794.0,7,No,24,3,1,1,6,4,1,3,3,2,3,No
21,Male,Travel_Rarely,Research & Development,21,2,Medical,3,2,3,Manager,2,Single,7021.0,8,No,21,3,4,1,0,4,2,0,0,0,0,Yes
57,Male,Travel_Rarely,Sales,1,1,Life Sciences,1,2,2,Human Resources,3,Married,9225.0,7,No,14,3,2,2,35,6,3,31,31,5,29,No
21,Male,Travel_Rarely,Sales,2,2,Marketing,3,4,2,Sales Representative,1,Single,4453.0,5,No,12,3,3,3,0,6,3,0,0,0,0,No
42,Male,Travel_Rarely,Sales,5,2,Technical Degree,1,4,2,Manager,3,Single,5533.0,2,No,15,4,1,2,20,6,2,18,18,0,16,No
20,Male,Travel_Frequently,Research & Development,23,5,Marketing,4,3,3,Manufacturing Director,3,Single,4965.0,7,No,24,4,1,3,2,2,1,0,0,0,0,No
49,Female,Travel_Frequently,Research & Development,19,2,Medical,4,2,1,Sales Representative,3,Single,8479.0,4,No,19,4,2,3,30,5,4,27,26,2,23,No
20,Male,Travel_Rarely,Research & Development,28,1,Marketing,2,3,2,Manufacturing Director,3,Divorced,4856.0,4,Yes,22,3,1,0,0,0,1,0,0,0,0,No
44,Female,Travel_Frequently,Research & Development,15,3,Technical Degree,2,3,1,Sales Representative,4,Divorced,5351.0,8,No,19,3,3,1,21,2,3,21,19,2,19,No
46,Male,Travel_Rarely,Research & Development,1,3,Life Sciences,4,4,3,Healthcare Representative,2,Single,10443.0,0,Yes,17,4,1,0,28,5,2,21,18,3,17,No
49,Male,Travel_Rarely,Research & Development,11,3,Human Resources,1,4,3,Research Scientist,1,Divorced,9214.0,6,No,22,3,4,3,28,4,1,25,23,0,25,No
36,Male,Travel_Rarely,Research & Development,28,1,Medical,1,3,5,Sales Representative,1,Divorced,14594.0,7,Yes,18,4,4,2,18,4,4,18,18,0,14,No
38,Female,Travel_Frequently,Research & Development,18,1,Other,4,2,2,Research Director,1,Divorced,5927.0,2,No,23,3,2,0,17,4,4,12,12,3,9,No
22,Female,Travel_Rarely,Research & Development,3,3,Other,1,2,5,Research Scientist,3,Divorced,11784.0,7,No,24,3,3,2,1,5,4,0,0,0,0,No
35,Male,Travel_Rarely,Research & Development,28,2,Life Sciences,4,3,2,Manager,1,Married,6769.0,0,No,15,3,1,3,15,6,4,12,9,3,12,No
45,Female,Non-Travel,Sales,9,3,Human Resources,2,1,3,Manufacturing Director,4,Married,9853.0,7,No,15,3,1,2,22,4,1,17,17,1,13,No
59,Male,Travel_Rarely,Sales,24,4,Marketing,1,1,3,Healthcare Representative,2,Divorced,10978.0,6,No,22,3,1,0,37,1,4,37,36,3,35,No
39,Male,Non-Travel,Sales,4,1,Other,2,4,4,Sales Executive,3,Married,10340.0,3,No,13,3,4,3,18,4,3,16,16,3,15,No
38,Female,Travel_Rarely,Research & Development,24,4,Medical,3,2,4,Manager,3,Single,11851.0,6,Yes,16,3,3,1,18,5,4,16,15,1,14,No
23,Male,Travel_Frequently,Research & Development,13,4,Human Resources,2,3,3,Research Director,4,Married,6671.0,6,No,11,3,1,0,0,6,3,0,0,0,0,No
18,Male,Travel_Rarely,Research & Development,9,1,Technical Degree,3,3,3,Research Scientist,1,Single,6642.0,0,No,13,3,2,0,0,2,1,0,0,0,0,No
22,Female,Travel_Frequently,Research & Development,3,3,Marketing,2,2,1,Sales Executive,3,Married,2607.0,2,Yes,21,3,3,1,1,4,3,0,0,0,0,No
58,Male,Non-Travel,Research & Development,16,5,Human Resources,2,4,1,Human Resources,3,Married,6007.0,6,No,12,3,3,3,37,6,1,34,33,1,30,No
29,Male,Travel_Frequently,Research & Development,22,4,Technical Degree,1,4,5,Research Scientist,4,Single,13564.0,4,No,17,3,1,1,11,6,4,8,7,4,8,No
43,Female,Travel_Rarely,Sales,8,3,Human Resources,2,1,4,Research Director,4,Single,12230.0,8,No,19,3,4,0,25,3,2,18,18,1,14,No
51,Female,Travel_Frequently,Research & Development,26,5,Human Resources,4,2,4,Healthcare Representative,1,Divorced,14053.0,6,No,14,4,3,3,28,1,3,23,22,1,22,No
31,Male,Travel_Frequently,Research & Development,7,4,Marketing,1,2,3,Research Scientist,2,Married,6143.0,2,No,17,3,2,2,9,5,3,3,3,3,1,No
43,Male,Travel_Rarely,Research & Development,25,3,Medical,1,3,3,Healthcare Representative,2,Single,10412.0,0,No,18,3,3,0,22,4,2,16,15,1,13,No
44,Female,Non-Travel,Research & Development,23,4,Technical Degree,1,2,5,Human Resources,1,Divorced,14654.0,4,No,20,3,4,2,21,3,1,20,18,4,16,Yes
26,Female,Travel_Rarely,Research & Development,17,3,Medical,2,1,4,Manager,2,Single,7912.0,4,No,12,3,2,1,3,5,1,0,0,0,0,No
43,Male,Travel_Rarely,Sales,25,2,Technical Degree,1,2,1,Laboratory Technician,4,Divorced,5225.0,6,Yes,17,3,4,3,24,2,4,19,18,0,17,No
39,Female,Travel_Rarely,Research & Development,28,2,Marketing,3,3,2,Research Director,4,Divorced,6596.0,0,No,23,4,1,1,21,1,3,19,17,2,16,No
47,Female,Travel_Rarely,Research & Development,16,1,Medical,3,1,5,Sales Executive,4,Single,15527.0,1,No,22,3,3,2,25,6,1,25,24,3,21,No
60,Female,Travel_Rarely,Research & Development,21,5,Marketing,2,3,2,Human Resources,2,Single,10528.0,5,Yes,13,3,2,0,39,4,4,34,33,2,30,Yes
34,Male,Travel_Rarely,Sales,22,4,Human Resources,1,2,1,Human Resources,2,Married,5289.0,7,Yes,18,3,4,3,11,2,1,4,3,1,3,Yes
43,Male,Travel_Rarely,Research & Development,18,4,Human Resources,4,4,1,Manufacturing Director,3,Married,5683.0,3,No,16,4,1,1,22,5,2,16,14,4,15,No
53,Male,Travel_Rarely,Research & Development,16,3,Marketing,4,2,2,Research Director,3,Divorced,10159.0,2,No,13,3,2,2,34,3,2,28,25,1,28,No
18,Male,Non-Travel,Research & Development,15,5,Technical Degree,3,2,5,Laboratory Technician,3,Single,12055.0,2,No,18,3,3,2,0,5,2,0,0,0,0,No
25,Male,Travel_Rarely,Research & Development,2,4,Human Resources,2,3,2,Manager,2,Married,5199.0,2,No,21,4,3,0,2,5,4,0,0,0,0,No
52,Female,Travel_Rarely,Research & Development,29,5,Technical Degree,2,4,5,Research Director,3,Divorced,15304.0,1,No,23,4,4,2,31,1,3,24,23,3,20,No
32,Female,Travel_Rarely,Research & Development,20,5,Medical,2,2,5,Human Resources,4,Married,12587.0,0,Yes,13,3,2,3,14,4,2,14,14,0,10,Yes
39,Female,Travel_Rarely,Sales,4,2,Other,2,1,3,Research Director,2,Divorced,9528.0,4,Yes,19,3,1,2,20,2,2,18,17,2,18,No
31,Male,Travel_Rarely,Research & Development,5,4,Human Resources,2,1,4,Human Resources,1,Married,10867.0,4,No,21,3,1,0,9,1,1,8,5,1,4,Yes
43,Male,Travel_Rarely,Research & Development,7,4,Human Resources,1,3,4,Manufacturing Director,2,Single,11711.0,4,No,13,3,1,1,24,3,2,24,22,1,22,No
45,Female,Travel_Frequently,Research & Development,29,1,Life Sciences,1,3,1,Sales Executive,3,Divorced,6837.0,3,Yes,11,4,4,3,27,6,3,25,24,2,25,No
40,Female,Travel_Rarely,Research & Development,27,5,Technical Degree,1,4,3,Sales Representative,2,Divorced,9590.0,2,No,23,3,1,1,18,4,4,14,12,4,12,No
31,Female,Travel_Rarely,Sales,28,3,Marketing,4,3,4,Manufacturing Director,3,Married,9472.0,2,No,12,3,2,1,12,6,2,7,5,4,7,No
41,Female,Travel_Rarely,Sales,15,2,Life Sciences,1,4,5,Sales Executive,3,Married,14693.0,1,No,14,4,4,2,21,1,4,19,17,3,15,No
19,Male,Non-Travel,Sales,17,1,Medical,2,2,5,Laboratory Technician,1,Married,11278.0,4,No,23,3,3,2,1,3,4,0,0,0,0,No
43,Male,Travel_Rarely,Research & Development,10,2,Life Sciences,2,1,2,Sales Representative,1,Single,7655.0,3,No,21,3,4,0,25,3,3,22,20,1,21,No
31,Female,Travel_Rarely,Sales,20,3,Life Sciences,4,1,2,Laboratory Technician,4,Married,6465.0,5,Yes,12,3,4,2,13,2,1,11,9,2,8,No
24,Male,Non-Travel,Human Resources,29,1,Other,4,1,5,Sales Executive,3,Married,11140.0,1,Yes,14,3,4,2,4,5,1,0,0,0,0,Yes
20,Male,Non-Travel,Research & Development,9,2,Other,3,3,5,Sales Representative,2,Single,11223.0,1,No,14,4,2,1,0,3,4,0,0,0,0,No
40,Male,Travel_Rarely,Research & Development,16,3,Life Sciences,4,3,2,Research Director,1,Married,7099.0,7,No,14,3,3,3,19,3,2,13,12,4,9,No
60,Male,Travel_Rarely,Human Resources,24,1,Other,3,2,4,Healthcare Representative,1,Single,12973.0,5,No,11,3,3,2,37,5,4,34,31,2,31,No
35,Female,Travel_Rarely,Research & Development,3,3,Other,1,3,1,Manager,3,Single,4476.0,2,Yes,19,4,4,3,16,0,1,10,7,0,9,No
55,Female,Travel_Rarely,Sales,22,1,Life Sciences,2,4,2,Laboratory Technician,2,Married,9102.0,4,No,20,4,4,2,34,3,2,30,27,3,27,No
52,Male,Travel_Rarely,Research & Development,27,4,Technical Degree,3,1,4,Healthcare Representative,1,Single,14322.0,2,Yes,21,3,4,2,33,4,1,31,29,1,31,No
32,Female,Travel_Rarely,Sales,9,4,Other,3,2,4,Laboratory Technician,1,Married,10942.0,1,Yes,17,3,2,0,9,6,3,2,2,2,0,No
42,Male,Travel_Frequently,Human Resources,8,2,Life Sciences,3,4,4,Research Scientist,2,Single,11642.0,2,No,12,3,2,2,22,6,1,16,16,2,12,No
54,Female,Travel_Rarely,Human Resources,23,5,Technical Degree,4,4,3,Sales Representative,1,Divorced,10540.0,0,No,13,3,1,0,31,1,2,31,29,0,29,No
45,Female,Travel_Rarely,Research & Development,7,5,Human Resources,4,3,3,Sales Representative,2,Married,8838.0,6,Yes,23,3,3,1,25,5,2,18,18,2,15,No
27,Female,Travel_Rarely,Research & Development,17,3,Other,4,3,4,Research Director,3,Divorced,8667.0,5,Yes,18,3,1,3,4,5,4,1,0,1,0,No
56,Female,Travel_Rarely,Research & Development,5,1,Life Sciences,3,1,5,Sales Executive,1,Divorced,15959.0,4,No,17,3,1,2,35,5,2,31,31,2,28,No
34,Female,Travel_Rarely,Research & Development,7,4,Other,1,2,3,Research Scientist,3,Divorced,7195.0,5,No,14,3,4,0,12,4,3,12,10,3,8,No
56,Female,Travel_Frequently,Sales,13,5,Technical Degree,2,4,2,Research Scientist,2,Divorced,10454.0,7,No,14,4,2,1,35,5,1,35,33,0,32,No
39,Female,Non-Travel,Research & Development,18,4,Life Sciences,4,3,3,Laboratory Technician,3,Married,9836.0,2,No,19,3,1,2,20,4,4,20,19,2,16,No
43,Male,Non-Travel,Sales,22,3,Technical Degree,1,3,5,Sales Representative,3,Single,14192.0,2,No,25,3,1,0,22,6,4,22,19,1,18,No
42,Female,Travel_Frequently,Research & Development,14,3,Human Resources,4,2,1,Sales Representative,3,Married,5785.0,4,Yes,15,3,1,0,24,2,2,17,15,3,15,Yes
34,Male,Travel_Frequently,Human Resources,18,1,Marketing,4,2,3,Sales Representative,4,Married,9125.0,4,Yes,24,3,4,1,15,0,3,8,7,2,8,No
30,Female,Travel_Rarely,Sales,3,5,Medical,3,3,4,Sales Executive,2,Single,10420.0,0,No,23,3,4,2,7,5,4,5,5,1,1,No
37,Female,Travel_Rarely,Sales,17,3,Marketing,3,3,4,Research Scientist,2,Divorced,12228.0,3,Yes,21,3,2,2,18,6,3,12,12,2,11,No
42,Female,Travel_Frequently,Research & Development,19,3,Other,4,1,4,Research Director,2,Single,11522.0,8,No,15,4,1,3,20,0,3,15,14,1,12,No
21,Male,Travel_Rarely,Research & Development,7,4,Technical Degree,2,2,1,Human Resources,2,Divorced,2222.0,7,No,25,3,1,2,1,6,1,0,0,0,0,Yes
27,Male,Travel_Rarely,Research & Development,21,2,Life Sciences,4,4,5,Sales Representative,2,Married,11756.0,2,No,17,4,2,0,4,5,1,2,0,2,0,Yes
20,Male,Travel_Frequently,Research & Development,4,5,Technical Degree,2,3,2,Sales Executive,1,Single,4386.0,4,No,11,4,2,3,1,4,1,0,0,0,0,Yes
58,Male,Non-Travel,Research & Development,15,1,Other,1,3,5,Manufacturing Director,1,Single,17035.0,4,No,13,3,2,3,35,6,3,31,30,4,27,No
35,Male,Travel_Rarely,Sales,29,1,Life Sciences,4,3,1,Research Director,1,Divorced,5105.0,6,Yes,12,3,3,2,12,1,1,6,6,2,6,Yes
53,Female,Travel_Rarely,Research & Development,28,4,Marketing,2,3,4,Healthcare Representative,3,Single,13610.0,7,No,21,3,2,3,30,0,4,25,24,2,21,No
39,Male,Travel_Rarely,Research & Development,24,1,Technical Degree,1,1,5,Sales Executive,3,Married,13033.0,8,Yes,20,4,4,0,19,0,4,15,15,0,12,No
51,Male,Travel_Rarely,Sales,8,3,Medical,1,2,2,Sales Representative,2,Single,9358.0,6,No,16,3,3,0,30,4,2,24,21,2,24,No
25,Male,Travel_Rarely,Research & Development,16,5,Human Resources,3,3,4,Manager,4,Single,9445.0,1,No,21,3,2,1,2,0,3,0,0,0,0,No
57,Female,Non-Travel,Research & Development,1,1,Human Resources,1,2,2,Human Resources,2,Married,9357.0,7,Yes,22,3,4,0,39,2,1,32,32,1,32,No
36,Female,Travel_Rarely,Human Resources,25,5,Other,3,4,3,Manufacturing Director,1,Divorced,9044.0,7,No,16,3,2,1,14,4,4,13,10,2,10,No
59,Female,Travel_Rarely,Research & Development,16,1,Other,1,4,2,Manufacturing Director,2,Single,9760.0,1,Yes,20,3,2,3,39,0,3,32,32,3,30,No
58,Male,Travel_Frequently,Research & Development,25,2,Technical Degree,1,4,4,Research Director,3,Divorced,15321.0,5,Yes,11,4,3,1,39,0,3,34,34,1,32,No
54,Female,Travel_Rarely,Sales,2,2,Marketing,2,4,3,Manufacturing Director,2,Single,12150.0,0,No,24,3,4,2,34,0,1,30,27,2,26,No
23,Male,Travel_Frequently,Human Resources,2,5,Marketing,2,2,4,Laboratory Technician,1,Married,9601.0,6,Yes,24,3,1,1,4,4,3,0,0,0,0,No
43,Female,Travel_Rarely,Sales,8,2,Medical,3,4,4,Sales Representative,2,Divorced,12285.0,1,Yes,16,3,2,2,23,1,1,21,21,2,18,No
51,Female,Travel_Frequently,Research & Development,12,2,Medical,4,4,3,Healthcare Representative,3,Single,9480.0,4,No,20,3,3,3,32,3,1,30,28,1,26,No
23,Female,Travel_Rarely,Sales,11,3,Technical Degree,2,3,2,Human Resources,4,Divorced,3307.0,6,No,12,3,4,1,0,6,1,0,0,0,0,No
54,Female,Travel_Rarely,Research & Development,6,1,Life Sciences,1,3,1,Healthcare Representative,1,Single,7032.0,8,Yes,21,3,2,0,33,5,3,32,29,3,30,No
50,Female,Travel_Rarely,Sales,19,2,Marketing,3,3,1,Human Resources,2,Married,8217.0,0,No,14,3,1,2,31,6,3,30,29,3,30,No
39,Male,Travel_Rarely,Sales,28,5,Life Sciences,3,1,1,Manager,3,Married,5708.0,8,No,16,3,4,3,20,0,1,13,13,1,10,Yes
38,Male,Travel_Rarely,Research & Development,18,3,Life Sciences,3,3,1,Manager,1,Single,6833.0,4,Yes,13,3,4,0,20,6,3,15,13,0,15,No
23,Female,Travel_Rarely,Sales,5,2,Technical Degree,1,4,5,Manager,1,Single,11675.0,5,No,13,3,3,2,4,3,1,0,0,0,0,No
23,Male,Non-Travel,Sales,15,5,Medical,2,2,1,Sales Representative,3,Divorced,2922.0,7,No,22,3,2,3,5,3,2,0,0,0,0,No
21,Female,Travel_Rarely,Research & Development,8,1,Life Sciences,4,4,3,Manufacturing Director,2,Single,7883.0,1,No,13,3,2,3,0,0,3,0,0,0,0,No
47,Female,Travel_Frequently,Sales,6,2,Technical Degree,3,2,1,Manufacturing Director,2,Divorced,5657.0,6,No,14,3,4,0,24,0,3,23,23,0,22,No
28,Female,Travel_Frequently,Sales,12,5,Medical,1,4,4,Human Resources,2,Single,9412.0,3,Yes,19,4,2,3,10,5,2,10,8,0,6,No
47,Female,Non-Travel,Sales,19,5,Life Sciences,2,1,1,Sales Representative,1,Married,6385.0,8,No,14,4,4,1,26,3,2,19,17,0,17,No
48,Female,Non-Travel,Sales,12,4,Life Sciences,2,3,2,Manager,4,Divorced,9160.0,5,No,23,3,1,3,25,1,2,23,22,4,19,No
41,Female,Travel_Rarely,Research & Development,12,5,Medical,4,4,3,Sales Executive,1,Divorced,9307.0,6,Yes,14,3,3,2,23,3,1,16,16,1,15,Yes
26,Female,Travel_Rarely,Research & Development,9,4,Human Resources,3,3,3,Sales Representative,2,Married,7580.0,5,Yes,14,3,2,2,3,1,1,0,0,0,0,Yes
20,Male,Travel_Rarely,Research & Development,24,1,Medical,1,1,5,Manager,1,Divorced,10916.0,7,No,17,3,2,2,0,6,4,0,0,0,0,Yes
48,Male,Travel_Rarely,Sales,10,1,Other,2,1,4,Manufacturing Director,4,Married,12956.0,5,No,15,3,3,1,25,2,2,20,20,0,20,No
57,Female,Travel_Rarely,Research & Development,22,3,Other,1,3,3,Research Director,1,Married,12132.0,6,No,22,3,1,0,35,1,4,29,29,4,26,No
54,Male,Travel_Rarely,Research & Development,17,4,Technical Degree,2,3,2,Sales Representative,3,Married,8977.0,7,No,12,3,1,1,33,5,1,31,30,1,28,No
53,Female,Travel_Rarely,Research & Development,18,5,Technical Degree,3,2,1,Research Director,2,Single,7054.0,0,No,17,3,1,1,33,4,3,31,31,2,30,No
41,Male,Travel_Frequently,Research & Development,16,3,Marketing,3,3,3,Human Resources,2,Married,9432.0,3,No,13,3,1,1,21,6,2,20,18,4,19,No
48,Male,Non-Travel,Sales,4,3,Other,4,3,2,Sales Executive,2,Divorced,9007.0,5,Yes,21,3,1,3,30,0,3,23,23,1,21,No
23,Female,Travel_Frequently,Sales,18,1,Medical,2,2,1,Laboratory Technician,1,Single,1439.0,0,Yes,11,3,4,0,0,2,1,0,0,0,0,Yes
19,Female,Travel_Rarely,Research & Development,3,5,Other,1,4,5,Research Scientist,1,Married,10604.0,3,No,19,3,2,3,1,3,2,1,1,1,1,No
37,Male,Travel_Rarely,Sales,16,4,Human Resources,2,2,3,Laboratory Technician,1,Married,8477.0,5,No,15,4,2,1,15,1,4,8,6,2,5,No
45,Female,Travel_Frequently,Research & Development,14,1,Technical Degree,1,4,3,Research Scientist,2,Married,10403.0,6,No,20,3,2,2,23,2,4,17,15,1,17,No
28,Male,Travel_Rarely,Research & Development,24,3,Human Resources,4,4,2,Manager,1,Divorced,4476.0,5,No,11,3,4,1,9,6,1,4,4,1,4,No
21,Female,Travel_Frequently,Research & Development,9,2,Technical Degree,2,4,4,Human Resources,2,Single,8704.0,3,No,21,4,3,0,0,4,3,0,0,0,0,No
32,Male,Travel_Frequently,Research & Development,6,3,Human Resources,3,2,5,Research Scientist,1,Single,12313.0,6,Yes,11,3,1,2,13,1,1,11,9,3,11,No
23,Male,Travel_Rarely,Research & Development,4,2,Technical Degree,1,2,4,Manufacturing Director,2,Single,8730.0,1,No,11,3,3,0,2,5,3,2,0,1,2,No
47,Male,Travel_Rarely,Research & Development,27,1,Medical,3,1,3,Healthcare Representative,3,Divorced,10356.0,5,No,22,4,1,1,29,3,1,26,25,1,22,No
55,Female,Travel_Rarely,Sales,2,4,Human Resources,4,4,4,Healthcare Representative,1,Married,14075.0,4,Yes,19,3,1,0,34,3,4,34,31,3,32,No
19,Male,Travel_Rarely,Research & Development,23,5,Life Sciences,4,2,1,Sales Executive,2,Single,2059.0,1,No,23,3,3,3,0,1,3,0,0,0,0,No
32,Female,Travel_Rarely,Research & Development,10,2,Technical Degree,1,1,5,Manager,3,Married,13290.0,8,No,18,3,2,2,11,4,1,11,11,2,8,No
28,Female,Non-Travel,Research & Development,11,5,Other,2,4,4,Healthcare Representative,3,Divorced,10212.0,6,No,21,3,4,0,7,0,2,1,0,0,0,No
25,Female,Travel_Rarely,Research & Development,7,1,Life Sciences,3,2,1,Manager,4,Single,1417.0,2,Yes,23,3,3,2,4,0,4,0,0,0,0,No
43,Female,Travel_Rarely,Sales,26,1,Other,3,2,2,Manufacturing Director,1,Divorced,6686.0,6,Yes,25,3,2,2,21,3,4,17,17,3,13,No
22,Female,Travel_Rarely,Sales,25,1,Technical Degree,1,2,4,Manager,2,Single,8644.0,5,No,23,3,1,1,0,6,2,0,0,0,0,Yes
23,Male,Travel_Rarely,Research & Development,5,4,Medical,1,3,5,Human Resources,4,Single,11261.0,6,No,16,4,2,1,2,6,1,0,0,0,0,No
43,Female,Travel_Frequently,Research & Development,26,2,Life Sciences,1,1,1,Sales Executive,1,Married,5015.0,3,No,20,4,1,2,24,4,3,20,20,2,18,No
21,Female,Travel_Rarely,Sales,4,5,Life Sciences,4,2,4,Manager,3,Divorced,9974.0,7,No,25,3,1,0,0,3,4,0,0,0,0,No
36,Male,Non-Travel,Research & Development,26,3,Technical Degree,4,3,2,Sales Executive,1,Single,7428.0,7,No,25,3,2,2,15,0,1,8,8,4,4,Yes
37,Male,Non-Travel,Research & Development,6,1,Human Resources,3,1,4,Sales Representative,2,Single,9420.0,6,Yes,16,3,1,1,14,3,2,14,13,2,14,No
50,Female,Travel_Frequently,Research & Development,28,5,Technical Degree,2,1,1,Manufacturing Director,3,Divorced,6711.0,6,No,16,3,4,0,28,1,3,22,19,1,22,No
37,Female,Travel_Rarely,Sales,2,5,Technical Degree,1,3,4,Manager,4,Married,11309.0,7,Yes,14,3,2,2,17,6,1,17,17,1,17,Yes
29,Female,Travel_Rarely,Research & Development,2,4,Marketing,4,1,5,Sales Representative,1,Divorced,13019.0,0,No,15,3,3,1,6,6,1,3,1,2,3,No
18,Male,Travel_Frequently,Research & Development,16,2,Medical,2,3,3,Healthcare Representative,1,Single,5187.0,5,Yes,20,3,1,2,0,5,4,0,0,0,0,Yes
